Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
62,23992121,-0.525418588,30.25834804,1,3,4,5,-2,-2,,4,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"200,000",2000,"100,000",1,1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,['loans']
63,23992258,-0.95910925,30.34690398,1,2,3,4,-2,-2,,5,1,,270,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,800000,2500,120000,1,2,0,1,2,0,0,0,0,170000,2,100000,230000,,,,,,,,,-1,-1,-1,-1,2,7,16,-2,-2,,1,,,,,2,,,,,,,,,3,,,,,['daily expenses']
64,23992259,-0.959246605,30.34575463,1,2,3,4,-2,-2,,5,1,,7800,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2000000,2500,400000,1,2,100000,1,2,0,1,1200000,1200000,,,,,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,['daily expenses']
65,23992260,-0.957515371,30.34909211,1,3,4,-2,-2,-2,,5,1,,260,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1500000,2500,2000000,1,4,50000,1,4,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,['daily expenses']
66,23992261,-0.962643798,30.3493698,1,2,3,4,-2,-2,,5,1,,150,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1200000,2500,400000,2,4,60000,1,3,0,0,0,0,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-1,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,['daily expenses']
67,23992262,-0.806100465,30.24058096,2,3,4,-2,-2,-2,,5,1,,4448,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,11120000,2500,700000,1,2,500000,2,5,1900000,3,600000,1900000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,"['car', 'daily expenses']"
68,23992263,-0.50320955,30.29191504,1,2,3,4,-2,-2,,5,1,,430,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2300000,2300,900000,1,2,400000,1,2,3900000,5,780000,3900000,700000,7,100000,700000,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
69,23992264,-0.504378986,30.30414033,1,2,3,4,-2,-2,,5,1,,2500,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,3300000,2500,1200000,1,2,450000,1,2,1400000,2,700000,1400000,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
70,23992265,-0.506297236,30.30344519,1,2,3,4,-2,-2,,5,1,,2500,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,4000000,2500,600000,1,2,430000,1,2,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
71,23992266,-0.489909564,30.28497423,1,2,3,4,5,-2,,5,1,,2500,0,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,120000,2500,1500000,1,2,800000,1,2,30000000,30,1000000,30000000,,,,,,,,,800000,480,100,9600000,-1,-1,-1,-1,2,3,9,18,19,,1,3,,,,,,2,,,,,,,,,4,5,,
72,23992267,-0.489831717,30.28479864,2,3,4,5,-2,-2,,5,1,,2600,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,3900000,2600,1300000,1,2,1800000,2,4,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
73,23992268,-0.535876543,30.3689928,1,2,3,4,5,-2,,5,1,,0,0,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1260000,2500,500000,1,2,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
74,23992269,-0.551171137,30.36949768,1,3,4,5,-2,-2,,5,1,,203,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,466900,2300,60000,2,5,0,2,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
75,23992270,-0.52292227,30.39383321,1,2,3,4,5,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,600000,2000,350000,2,4,0,2,3,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
76,23992271,-0.522808133,30.39396299,3,4,5,-2,-2,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,600000,2300,200000,2,4,50000,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
77,23992272,-0.638509605,30.22352525,2,3,4,5,-2,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,780000,2200,405000,1,2,0,1,2,750000,1,750000,750000,0,0,0,0,0,0,0,0,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
78,23992273,-0.638460322,30.2236106,2,3,4,5,-2,-2,,5,1,,1400,1400,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,3500000,2500,4000000,2,4,0,1,3,3500000,5,700000,3500000,,,,,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,
79,23992274,-0.638345215,30.22353074,2,3,4,5,-2,-2,,5,1,,220,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,550000,2500,300000,2,4,0,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
80,23992275,-0.649505169,30.19370143,2,3,4,5,-2,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,900000,2500,0,1,2,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
81,23992276,-0.649521233,30.19408987,2,3,4,5,-2,-2,,5,1,,150,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,345000,2300,0,1,2,0,2,3,0,0,0,0,320000,4,80000,320000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,
82,23992277,-0.649533484,30.19390387,2,3,4,5,-2,-2,,2,1,,60,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,138000,2300,0,2,5,0,2,5,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
83,23992278,-0.64951839,30.19407195,3,4,5,-1,-2,-2,,2,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,300000,2300,0,2,5,0,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
84,23992279,-0.596527929,30.10841778,1,2,3,4,5,-2,,5,1,,350,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,700000,2000,800000,1,2,0,1,3,500000,1,500000,500000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
85,23992281,-0.59790615,30.10930576,2,3,4,5,-2,-2,,5,1,,365,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,850000,2200,1000000,1,2,30000,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
86,23992282,-0.600084885,30.10891844,1,2,3,4,5,-2,,5,1,,250,250,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,500000,2000,0,2,4,0,1,3,0,0,0,0,300000,3,100000,300000,200000,1,200000,200000,0,0,0,0,1,Rabbits,0,0,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
87,23992283,-0.601014683,30.1133002,2,3,4,5,-2,-2,,5,1,,1200,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2640000,2200,1000000,1,2,500000,1,2,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,8,16,-1,,1,2,,,,,3,,,,,,,,4,,,,,
88,23992284,-0.60930884,30.1177576,2,3,4,5,-2,-2,,5,1,,200,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,480000,2400,1000000,1,2,0,1,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
89,23992285,-0.609234011,30.11729948,2,3,4,5,-2,-2,,5,1,,240,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,528000,2200,0,1,2,0,1,3,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
90,23992286,-0.618380293,30.05599078,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,220000,2200,200000,1,2,350000,1,2,1500000,1,1500000,1500000,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,-1,2,3,7,-2,-2,,2,1,,,,3,,,,,,,,,,,,,,
91,23992287,-0.625706196,30.05527242,2,3,4,5,-2,-2,,5,1,,150,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,330000,2200,100000,2,3,0,1,4,1,1,1400000,1400000,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
92,23992288,-0.629957759,30.04454237,1,2,3,4,5,-2,,5,1,,2273,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,5000000,2200,1000000,1,2,400000,1,2,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,2,1,,,,3,,,,,,,,,,,,,,
93,23992289,-0.629279572,30.04441496,1,2,3,4,5,-2,,5,1,,180,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,450000,2500,0,2,5,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,2,1,,,,,,,,,,,,,,,,,,
94,23992290,-0.631639145,30.04380739,2,3,4,5,-2,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1232000,2200,150000,1,2,0,2,5,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,
95,23992291,-0.635772527,30.0412455,1,2,3,4,5,-2,,5,1,,0,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,350000,2600,400000,1,2,250000,1,2,1500000,1,1500000,1500000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,3,,,,2,,,,,,,,,,,,,,
96,23992292,-0.515195051,30.25974445,1,2,3,4,5,-2,,5,1,,450,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1125000,2500,450000,2,4,400000,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
97,23992293,-0.522524012,30.25985988,1,2,3,4,5,-2,,5,1,,1625,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,3900000,2400,720000,1,2,300000,1,3,800000,1,800000,800000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,18,-2,-2,,1,2,,,,,,,,,,,,,,,3,,,
98,23992294,-0.524769937,30.25894005,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,200000,2000,0,2,4,300000,1,2,,,,,,,,,,,,,0,0,0,0,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
99,23992295,-0.525301173,30.2573172,1,2,3,4,5,-2,,5,1,,300,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,690000,2300,50000,2,4,0,2,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-1,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
100,23992357,-0.953486249,30.3513289,1,2,3,4,5,-2,,3,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,940,000 ugx",2400,"400,000 ug x",1,1,"250,000 ugx",1,4,"1,000,000 ugx",1,"500,000 ugx","1,000,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,"2,400,000 ugx",,,,,"1,000,000 ug",,,,,,,,,,,,,,
101,23992358,-0.953346616,30.3536674,1,2,4,5,-2,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,000,500 ugx",2500,"270 ,000 shs",1,1,"290,000 ugx",1,1,0 shs,0,0 ug x,zero,,,,,,,,,240000,6,20,240000,-1,-1,-1,-1,2,7,-2,-2,-2,,over 1800 kgs,,,,,"240,000 ug x",,,,,,,,,,,,,,
102,23992359,-0.828324702,30.26752161,2,3,-2,-2,-2,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,300,000 ugx",2500,"500,000 ugx",2,4,"500,000 ugx",2,4,"500,000 ugx",4,"700,000 ugx","2,500 000 ugx",100000,4,70000,220000,,,,,0,0,0,0,-1,-1,-1,-1,2,3,4,6,7,,750 kgs,400 bunched,40kgs,,400kgs,10 cows,,,,,,,,,,,,,,
103,23992360,-0.465225824,30.29138656,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"5,000,000 ugx",2500,"1,600,000 ugx",1,1,"1,600,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1800kgs,,,,,,,,,,,,,,,,,,,
104,23992361,-0.465454514,30.29127077,1,2,3,4,5,-2,,5,1,,100,48,52,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"800,000 ugx",2400,0 ugx,1,2,No Costs,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,290 kgs,36 bunches,,,50 Kgs,,,,,,,,,,,,,,,
105,23992362,-0.465022271,30.29090057,1,2,3,4,5,-2,,5,1,,100,100,100,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,400,000 ugx",4000,2500ugx,1,1,"250,000 ugx",1,1,,,,,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,6,7,-2,,750 kg,80 bunches,,,120 kgs,"200,000 ugx",,,,,,,,,,,,,,
106,23992363,-0.465368213,30.29121257,1,2,3,4,5,-2,,5,1,,100,100,100,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"290,500 ugx",2500,"30,000 ugx",1,2,"30,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,80 kgs,40 bunches,,,,,,,,,,,,,,,,,,
107,23992364,-0.469394724,30.28981866,1,2,3,4,5,-2,,5,1,,100,98,2,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,000,000 ugx",2500,"400,000 ugx",1,2,"60,000 ugx",1,2,"4,000,000 ugx",4,"950,000 ugx","4,500,000 ugx",200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,4,6,18,,"4,000,000 ugx",40,45 kgs,,500 kgs,,,,,,,,,,,,"4,000,000 ugx",,,
108,23992365,-0.474828468,30.29086567,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,200,000 ugx",2400,"2,500 ugx",1,1,"100,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,165 kgs,40 bunches,,,60kgs,,,,,,,,,,,,,,,
109,23992366,-0.475366412,30.29227527,1,2,3,4,5,-2,,5,1,,100,70,20,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"4,200,000 ugx",2400,"80,000 ugx",1,1,"80, 000 ugx",1,1,"360,000 ugx",0,0,"360,000",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,7,-2,,500 kg,400 bunches,,,420 kgs,"360,000 ugx",,,,,,,,,,,,,,
110,23992367,-0.47655483,30.29458327,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"400,000 ugx",2400,0 ugx,1,1,0ugx,1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,3,6,-2,-2,-2,,,20 bunches,,,20kgs,,,,,,,,,,,,,,,
111,23992370,-0.544608165,30.3637142,1,2,3,4,5,-2,,5,1,,100,75,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,000,000 ugx",2200,"100,000 ugx",1,1,"100,000 ugx",1,1,0,0,0,home use,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2205 kgs,400,,,350 kgs,,,,,,,,,,,,,,,
112,23992371,-0.546593205,30.36362613,3,4,5,-2,-2,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"150,000 ugx",2200,"20,000 ugx",2,4,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,90 kgs,45 bunches,,,,,,,,,,,,,,,,,,
113,23992372,-0.549859642,30.3678159,2,3,4,5,-2,-2,,5,1,,100,78,20,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,000,000 ugx",2400,"200,000 ugx",2,4,"200,000 ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,800 kgs,360 bunches,,,240 kgs,,,,,,,,,,,,,,,
114,23992373,-0.542803111,30.36217156,1,2,3,4,5,-2,,5,1,,100,100,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,700,000 ugx",2200,"40,000 ugx",2,4,"40,000 ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,800kgs,50,,,,,,,,,,,,,,,,,cassava 120 kgd,
115,23992374,-0.52313499,30.39494961,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"5,000,000ugx",2500,"500,000 ugx",1,2,"500,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2000 kgs,720,,,540 kgs,,,,,,,,,,,,,,,
116,23992375,-0.523274502,30.39709369,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,300,000 ugx",2300,"20,000 ugx",1,2,"20,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,3,6,-2,-2,-2,,,250 bunches,,,250 kgs,,,,,,,,,,,,,,,
117,23992376,-0.638548482,30.22370482,3,4,5,-2,-2,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,300,000 ugx",2300,"600,000 ugx",1,2,"600,000 ugx",1,2,"1,000,000 ugx",1,"700,000 ugx","1,000,000 ugx",400000,3,400000,400000,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,420 kgs,3000,,,,"2,300,000 ugx",,,,,,,,,,,,,,
118,23992377,-0.638498649,30.22356189,1,2,3,4,5,-2,,5,1,,100,100,0,2,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"800,000 ugx",2000,"45,000 ugx",2,4,"45,000 ugx",2,4,0,0,0,0,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,300 kgs,340,,,45 kgs,,,,,,,,,,,,,,,
119,23992378,-0.636090283,30.21993525,1,2,3,4,5,-2,,5,1,,100,100,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"350,000 ugx",2500,"20,000 ugx",2,2,"20,000 ugx",2,4,"500,000 ugx",1,"950,000 ugx",0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,140 kgs,500 bunches,,,,"950,000 ugx",,,,,,,,,,,,,,
120,23992379,-0.636525808,30.21987625,2,3,4,5,-2,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,500,000 ugx",2300,"110,000 ugx",1,2,"110,000 ugx",1,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,6,-2,,480 kgd,430 bunches,54 kgs,,242 kgd,,,,,,,,,,,,,,,
121,23992380,-0.65007374,30.19355078,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,4000,000 ugx",2600,"100,000 ugx",1,1,"100,000 ugx",1,1,"1,200,000",1,"1,200,000","1,200,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,600 kgs,340,,,20 kgs,,,,,,,,,,,,,,,
122,23992381,-0.649566672,30.19395013,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,620,000 ugx",2400,"500,000 ugx",2,4,"500,000 ugx",2,4,"1,500,000 ugx",3,"430,000","1,500,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,890 kgs,240,,,,,,,,,,,,,,,,,,
123,23992382,-0.649555969,30.19397881,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"800,000 ugx",2400,"100,000 ugx",2,4,"100,000 ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,280 kgs,230,,,100 kgs,,,,,,,,,,,,,,,
124,23992383,-0.634564291,30.08556042,1,2,3,4,5,-2,,5,1,,78,40,22,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"400,000 ugx",2500,"25,000 ugx",1,2,"4,5000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,80 kgx,40 bunches,,,,,,,,,,,,,,,,,,
125,23992384,-0.634802963,30.08783814,1,2,3,4,5,-2,,5,1,,100,100,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,800,00 ugx",2400,"500,000 ugx",1,4,"500,000 ugx",2,4,"5,000,000 ugx",4,"750,000","5,000,000 ugx",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2300 kgs,"6,000 kgd",,,4 tonnes,,,,,,,,,,,,,,,
126,23992385,-0.63044177,30.09424645,1,2,3,4,5,-2,,5,1,,100,100,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,600,000 ugx",2400,"400,000ugx",2,4,"400,000 ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,650 kgs,,,,160 kgs,,,,,,,,,,,,,,,
127,23992386,-0.62998875,30.09457258,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"760,000 ugx",2400,"150,000 ugx",1,2,"150,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,6,-2,,280 kgs,500 bunches,67 kgs,,80 kgs,,,,,,,,,,,,,,,
128,23992387,-0.622229208,30.09944269,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"2,000,000",2500,"500,000 ugx",1,1,"500,000 ugx",1,1,,,,,0,0,0,0,,,,,3000000,130,100,3500000,-1,-1,-1,-1,2,3,6,19,-2,,900 kgd,1300,,,120 kgs,,,,,,,,,,,,,2346,,
