Unnamed: 0,SbjNum,Latitude,Longitude,Q128.SatisfactionSupportInformation,Q129.InformationFromWhere.O1,Q129.InformationFromWhere.O2,Q129.InformationFromWhere.O3,Q129.InformationFromWhere.O4,Q129.InformationFromWhere.O5,Q129.InformationFromWhere.O6,Q129.InformationFromWhere.O7,Q129.InformationFromWhere.O8,Q129.InformationFromWhere.O9,Q129.InformationFromWhere.O10,Q129.InformationFromWhere.O11,Q129.InformationFromWhere.O12,Q129.InformationFromWhere.O13,Q129.InformationFromWhere.O14,Q129.InformationFromWhere.O15,Q129.InformationFromWhere.O16,Q129.InformationFromWhere.O17,Q129.InformationFromWhere.O18,Q129.InformationFromWhere.O19.Text,Q130.AgExperimentsFrequency,Q130.AgExperimentsFrequency.Text,Q131.AgSharingFrequency,Q131.AgSharingFrequency.Text,Q132.FarmPromotorGuidanceFrequency,Q132.FarmPromotorGuidanceFrequency.Text,Q133.CoopExtensionSupportFrequency,Q133.CoopExtensionSupportFrequency.Text,Q134.ExtensionOfficerVisitFrequency,Q134.ExtensionOfficerVisitFrequency.Text,Q135.RadioStationFrequency,Q135.RadioStationFrequency.Text,Q136.WeFarmFrequency,Q136.WeFarmFrequency.Text,Q137.MobileFrequency,Q137.MobileFrequency.Text,Q138.NewspaperFrequency,Q138.NewspaperFrequency.Text,Q139.TVFrequency,Q139.TVFrequency.Text,Q140.InternetFrequency,Q140.InternetFrequency.Text,Q141.CenterOfExcellenceFrequency,Q141.CenterOfExcellenceFrequency.Text,Q142.LocalGroupFrequency,Q142.LocalGroupFrequency.Text,Q143.TrainingSessionFrequency,Q143.TrainingSessionFrequency.Text,Q144.TrainingMaterialsFrequency,Q144.TrainingMaterialsFrequency.Text,Q145.MostValuableSources.O1,Q145.MostValuableSources.O2,Q145.MostValuableSources.O3,Q145.MostValuableSources.O4,Q145.MostValuableSources.O5,Q145.MostValuableSources.O6,Q145.MostValuableSources.O7,Q145.MostValuableSources.O8,Q145.MostValuableSources.O9,Q145.MostValuableSources.O10,Q145.MostValuableSources.O11,Q145.MostValuableSources.O12,Q145.MostValuableSources.O13,Q145.MostValuableSources.O14,Q165.ShareNewFarmingPractice,Q165.ShareNewFarmingPractice.Other,Q166.ShareNewFarmingPractice.Example,Q167.HowOftenShareIdeas,Q168.WhoShareIdeaWith,Q169.HowShareInfo.O1,Q169.HowShareInfo.O2,Q169.HowShareInfo.O3,Q169.HowShareInfo.O4,Q169.HowShareInfo.O5,Q169.HowShareInfo.O6,Q169.HowShareInfo.O7,Q169.HowShareInfo.O8,Q169.HowShareInfo.O9,Q169.HowShareInfo.O10.Text,Q174.ReceivedFarmerPromotor,Q175.FarmerPromotorSupportObtained.O1,Q175.FarmerPromotorSupportObtained.O2,Q175.FarmerPromotorSupportObtained.O3,Q175.FarmerPromotorSupportObtained.O4.Text,Q176.SatisfactionFarmerPromotorTraining,Q178.SatisfactionFarmerPromotorDemoPlot,Q182.SatisfactionFarmerPromotorOther,Q184.GPS.Latitude,Q184.GPS.Longitude
10,23969390,0.678246861,30.4604082,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,,-1,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,11,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,Information,always,fellow farmers,1,5,6,7,-2,-2,-2,-2,-2,,2,,,,,,,,0.678246861,30.4604082
11,23969391,0.693958599,30.49137907,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,11,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,about information,always,fellow intrested farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.693958599,30.49137907
12,23969392,0.70076046,30.48560096,5,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,new ideas and information,always,fellow farners,1,6,7,8,-2,-2,-2,-2,-2,,2,,,,,,,,0.70076046,30.48560096
13,23969393,0.720041271,30.48830973,5,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,13,11,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,,,,,,,0.720041271,30.48830973
14,23969394,0.713854698,30.4966991,5,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,Information,Always,fellow farmers,1,-2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.713854698,30.4966991
15,23969395,0.713744217,30.49679464,5,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,Information,Always,fellow farmers,1,-2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.713744217,30.49679464
16,23969396,0.718279955,30.51660363,5,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,11,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,idears,always,always,1,6,7,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.718279955,30.51660363
17,23969397,0.70762935,30.51318542,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,7,,7,,11,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,what i hv learnt,any tym,fellow farmers,1,-2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.70762935,30.51318542
18,23969398,0.747487009,30.53699259,5,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,information,always,fellow farmers,1,6,7,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.747487009,30.53699259
19,23969399,0.747477576,30.53691723,2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,-1,,-1,,-1,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,2,12,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,information,Fellow farmers,always,1,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,-2,-2,got maize seeds for planting,4,4,,0.747477576,30.53691723
20,23969400,0.749910713,30.53650013,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,,,,,,,0.749910713,30.53650013
21,23969401,0.750066109,30.54701186,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,information,always,fellow farmers,1,2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.750066109,30.54701186
22,23969402,0.752481017,30.54453888,2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,-1,,-1,,-1,,-1,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,5,11,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,,,,,,,0.752481017,30.54453888
23,23969403,0.751860961,30.5490877,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,,2,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,7,,-1,,-1,,7,,2,11,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,information,always,fellow farmers,1,6,7,-2,-2,-2,-2,-2,-2,,1,2,-2,-2,,4,4,,0.751860961,30.5490877
24,23969405,0.766411565,30.5800314,1,-2,-2,-2,1,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,,2,,-1,,-1,,4,,4,,-1,,5,,-1,,-1,,-1,,-1,,7,,-1,,-1,,6,,2,13,14,11,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,Information,always,fellow farmers,1,6,7,-2,-2,-2,-2,-2,-2,,2,,,,,,,,0.766411565,30.5800314
25,23992073,,,1,-2,-2,-1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,4,,-1,,-1,,-1,,-1,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,,-1,,13,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,To also improve their ways of farming so that they can both improve their household income,when i meet them after trainings and encourage them to come with me to these trainings so that i do not benefit alone.,my fellow farmers,1,2,-2,-2,-2,-2,-2,-2,-2,,1,3,-2,-2,he taught me improved ways of farming and how to mulch,4,4,,-1,-1
26,23992074,-0.960468652,30.34496971,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,at the district,6,,-1,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,4,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"i would teach them how to mulch and also plant trees which will provide a shade for the crops.
making their own manure from gabbage.
removing spoilt coffee trees from plantations.",every week,my neighbours and fellow farmers,1,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,4,-0.960468652,30.34496971
27,23992075,-0.960458322,30.34501118,1,-2,-2,-2,-2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,our farmer group,8,i lack capital to implement them,-1,,-1,,-1,,-1,,3,,-1,,-1,,-1,,4,,-1,,-1,,-1,,-1,,-1,,13,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"Especially on the coffee diseases,i can teach them on how to fight it so that we later have good produce as farmers",when i meet a fellow farmer.,My fellow farmers,1,2,9,-2,-2,-2,-2,-2,-2,workshops,1,1,-2,-2,,4,4,,-1,-1
28,23992076,-0.809396303,30.24264022,5,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,,4,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,5,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,All the information i have got so as to work together as a group for better yields.,whenever we meet with my fellow farmers i always share.,everyone who is interested in development.,1,2,8,-2,-2,-2,-2,-2,-2,,1,3,-2,-2,training on biogas,4,4,,-1,-1
29,23992077,-0.472698897,30.27656575,2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,4,,8,whenever possible,-1,,-1,,-1,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them whatever i have been taught,When i meet with them,farmers,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,4,-0.472698897,30.27656575
30,23992078,-0.471237133,30.27732555,2,-2,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,5,,5,,-1,,3,,4,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,2,5,4,14,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,i would tell the how to dig a hole put in waste products and keep feeding our crops,when we have gathered together as farmers,my fellow farmer groups,1,2,6,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-1,-1
31,23992079,-0.470198189,30.27709416,2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,1,1,-2,-2,,7,,-1,,-1,,-1,,-1,,2,,-1,,-1,,-1,,2,,-1,,-1,,4,,7,,-1,,13,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"i would tell them that inorder to combat the pests and diseases affecting coffee,they should cut thr affected pieces and burn them. and they can only do this by going through their farms everyday","when a farmer finds me in my garden,i can share with them",my fellow farmers and everyone interested,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,3,-2,gave me tools for pruning coffee,2,2,,-0.470198189,30.27709415
32,23992080,-0.470648871,30.27746628,2,-2,1,1,-2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,,1,,3,,2,,-1,,-1,,2,,-1,,-1,,-1,,3,,-1,,-1,,-1,,5,,-1,,13,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"when they come to my farm and feel like learning,i can teach them.",when we are in trainings that is when i get the opportunity to share.,"My family,neighbours and fellow farmers",1,2,-2,-2,-2,-2,-2,-2,-2,,1,2,-2,-2,,4,4,4,-1,-1
33,23992081,-0.472859263,30.27853872,4,-2,1,-2,1,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,,1,,8,Everyday,-1,,8,whenever he/she is needed ,8,Always,3,,-1,,-1,,-1,,3,,-1,,-1,,-1,,4,,-1,,13,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,How they can prune their coffee and make it yield better produce,monthly when i meet them or visit them,Everyone,1,2,8,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.472859263,30.27853872
34,23992082,-0.47370768,30.27699067,4,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,4,,-1,,-1,,4,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,3,4,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,when you grow coffee leave a space between them and always attend to them for better results.,monthly,Fellow farmers and those who have not yet started growing coffee.,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,3,-1,-1
35,23992083,-0.541270433,30.37340738,2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,,2,,2,,-1,,-1,,-1,,2,,-1,,-1,,-1,,-1,,-1,,-1,,7,,7,,-1,,4,3,2,1,13,12,-2,-2,-2,-1,-1,-1,-1,-1,3,,"How we can bend the trees and cuy the over grown ones and how to prune.
And how to harvest well.",As i come across a member who wants to know,Anyone who wants to know,1,2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.541270433,30.37340738
36,23992092,-0.552001306,30.3677578,2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,8,All the time when an idea crosses my mind,4,,-1,,5,,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,2,4,14,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,When i visit or meet them i can share with them,When i meet them,"When it is about farming,i.would share with a fellow farmer",1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-0.552001306,30.3677578
37,23992093,-0.551496175,30.36730465,2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,,-1,,-1,,5,,6,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what i was taught,when i meet them,Everyone and especially my family so that they can also benefit,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
38,23992094,-0.52285921,30.3941344,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,4,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,13,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them and explain until they understand,weekly when i meet them,My fellow farmers and neighbours who want to learn,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
39,23992095,-0.522962834,30.39377287,2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,1,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,7,,2,14,4,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would call all of them and teach me the same way i was taught.,weekly,Anyone who is willing to plant coffee and my fellow members,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,3,-2,He took the affected area to go and do research,2,2,,-1,-1
40,23992096,,,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,,-1,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what i have been taught,all the time when i see them,Everyone who has the need,1,2,6,8,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
41,23992097,-0.638414037,30.2234735,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,4,,-1,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,4,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them do this and that to get this just ad i have been taught,monthly when i see them or meet up with them,My fellow farmers,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.638414037,30.2234735
42,23992098,-0.638505748,30.22350035,1,1,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,8,when it crosses my mind,3,,-1,,-1,,-1,,2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,2,4,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would teach them as i have been taught and also add some more innovation on our farms.,it is a daily activity because when you are on the farm people keep coming and we share ideas.,everyone who would be interested.,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
